$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	
$0.20	$0.50	$1.00	$2.00	$5.00	$10.00	18.75
$0.40	$1.00	$2.00	$4.00	$10.00	$20.00	18.75
$0.60	$1.50	$3.00	$6.00	$15.00	$30.00	37.5
$0.80	$2.00	$4.00	$8.00	$20.00	$40.00	60
$1.00	$2.50	$5.00	$10.00	$25.00	$50.00	37.34
$2.00	$5.00	$10.00	$20.00	$50.00	$100.00	36.81
$3.00	$7.50	$15.00	$30.00	$75.00	$150.00	400
$4.00	$10.00	$20.00	$40.00	$100.00	$200.00	500
$5.00	$12.50	$25.00	$50.00	$125.00	$250.00	600
$6.00	$15.00	$30.00	$60.00	$150.00	$300.00	2,400.00
$8.00	$20.00	$40.00	$80.00	$200.00	$400.00	4,000.00
$10.00	$25.00	$50.00	$100.00	$250.00	$500.00	6,000.00
$20.00	$50.00	$100.00	$200.00	$500.00	$1,000.00	120,000.00
$40.00	$100.00	$200.00	$400.00	$1,000.00	$2,000.00	600,000.00
$50.00	$125.00	$250.00	$500.00	$1,250.00	$2,500.00	600,000.00
$100.00	$250.00	$500.00	$1,000.00	$2,500.00	$5,000.00	600,000.00
$200.00	$500.00	$1,000.00	$2,000.00	$5,000.00	$10,000.00	3,000,000.00
$3,000.00	$7,500.00	$15,000.00	$30,000.00	$75,000.00	$150,000.00	3,000,000.00
